6,3497
6.03808,3468
6.07617,3380
6.11425,3417
6.15234,3564
6.19042,3495
6.22851,3392
6.26659,3376
6.30468,3483
6.34276,3337
6.38085,3439
6.41893,3404
6.45701,3528
6.4951,3403
6.53318,3331
6.57127,3304
6.60935,3392
6.64744,3326
6.68552,3364
6.72361,3256
6.76169,3161
6.79977,3216
6.83786,3103
6.87594,3075
6.91403,3068
6.95211,3070
6.9902,3028
7.02828,3080
7.06637,2904
7.10445,3064
7.14254,2921
7.18062,2932
7.2187,2885
7.25679,2842
7.29487,2868
7.33296,2794
7.37104,2806
7.40913,2805
7.44721,2769
7.4853,2841
7.52338,2744
7.56146,2804
7.59955,2785
7.63763,2756
7.67572,2605
7.7138,2650
7.75189,2614
7.78997,2698
7.82806,2627
7.86614,2712
7.90423,2582
7.94231,2641
7.98039,2657
8.01848,2596
8.05656,2602
8.09465,2656
8.13273,2633
8.17082,2543
8.2089,2529
8.24699,2571
8.28507,2642
8.32315,2501
8.36124,2598
8.39932,2575
8.43741,2559
8.47549,2480
8.51358,2433
8.55166,2543
8.58975,2549
8.62783,2394
8.66592,2444
8.704,2363
8.74208,2385
8.78017,2398
8.81825,2498
8.85634,2396
8.89442,2482
8.93251,2391
8.97059,2457
9.00868,2228
9.04676,2347
9.08484,2354
9.12293,2386
9.16101,2479
9.1991,2378
9.23718,2417
9.27527,2431
9.31335,2297
9.35144,2356
9.38952,2383
9.42761,2222
9.46569,2300
9.50377,2298
9.54186,2198
9.57994,2388
9.61803,2298
9.65611,2242
9.6942,2210
9.73228,2274
9.77037,2223
9.80845,2178
9.84653,2147
9.88462,2205
9.9227,2186
9.96079,2143
9.99887,2169
10.03696,2192
10.07504,2120
10.11313,2153
10.15121,2139
10.1893,2140
10.22738,2076
10.26546,2228
10.30355,2120
10.34163,2121
10.37972,2123
10.4178,2109
10.45589,2120
10.49397,2070
10.53206,2109
10.57014,2037
10.60822,2002
10.64631,2022
10.68439,2036
10.72248,2063
10.76056,2030
10.79865,1991
10.83673,2014
10.87482,1956
10.9129,1949
10.95099,2002
10.98907,1953
11.02715,1923
11.06524,1963
11.10332,1944
11.14141,1976
11.17949,1962
11.21758,1975
11.25566,1872
11.29375,1930
11.33183,1933
11.36991,1931
11.408,1920
11.44608,1893
11.48417,1812
11.52225,1904
11.56034,1869
11.59842,1826
11.63651,1865
11.67459,1842
11.71268,1831
11.75076,1741
11.78884,1760
11.82693,1802
11.86501,1747
11.9031,1784
11.94118,1722
11.97927,1805
12.01735,1742
12.05544,1802
12.09352,1720
12.1316,1716
12.16969,1657
12.20777,1712
12.24586,1624
12.28394,1658
12.32203,1695
12.36011,1729
12.3982,1647
12.43628,1629
12.47437,1646
12.51245,1708
12.55053,1575
12.58862,1597
12.6267,1627
12.66479,1649
12.70287,1629
12.74096,1558
12.77904,1561
12.81713,1594
12.85521,1539
12.89329,1631
12.93138,1538
12.96946,1479
13.00755,1557
13.04563,1511
13.08372,1477
13.1218,1498
13.15989,1432
13.19797,1474
13.23606,1463
13.27414,1509
13.31222,1468
13.35031,1468
13.38839,1426
13.42648,1435
13.46456,1412
13.50265,1434
13.54073,1402
13.57882,1371
13.6169,1382
13.65498,1465
13.69307,1467
13.73115,1459
13.76924,1424
13.80732,1401
13.84541,1381
13.88349,1429
13.92158,1350
13.95966,1365
13.99775,1383
14.03583,1394
14.07391,1380
14.112,1369
14.15008,1419
14.18817,1426
14.22625,1358
14.26434,1347
14.30242,1313
14.34051,1394
14.37859,1378
14.41667,1386
14.45476,1389
14.49284,1337
14.53093,1366
14.56901,1304
14.6071,1367
14.64518,1335
14.68327,1353
14.72135,1327
14.75944,1373
14.79752,1332
14.8356,1395
14.87369,1319
14.91177,1333
14.94986,1318
14.98794,1337
15.02603,1334
15.06411,1299
15.1022,1394
15.14028,1273
15.17836,1245
15.21645,1251
15.25453,1354
15.29262,1317
15.3307,1330
15.36879,1395
15.40687,1356
15.44496,1354
15.48304,1323
15.52113,1287
15.55921,1361
15.59729,1276
15.63538,1328
15.67346,1321
15.71155,1273
15.74963,1330
15.78772,1346
15.8258,1337
15.86389,1318
15.90197,1356
15.94005,1264
15.97814,1347
16.01622,1276
16.05431,1273
16.09239,1366
16.13048,1314
16.16856,1274
16.20665,1313
16.24473,1329
16.28282,1201
16.3209,1254
16.35898,1356
16.39707,1251
16.43515,1290
16.47324,1267
16.51132,1341
16.54941,1308
16.58749,1292
16.62558,1196
16.66366,1281
16.70174,1298
16.73983,1234
16.77791,1239
16.816,1285
16.85408,1205
16.89217,1277
16.93025,1311
16.96834,1342
17.00642,1273
17.04451,1277
17.08259,1266
17.12067,1303
17.15876,1259
17.19684,1264
17.23493,1273
17.27301,1371
17.3111,1397
17.34918,1288
17.38727,1263
17.42535,1291
17.46343,1293
17.50152,1206
17.5396,1293
17.57769,1299
17.61577,1253
17.65386,1296
17.69194,1216
17.73003,1236
17.76811,1276
17.8062,1231
17.84428,1275
17.88236,1195
17.92045,1334
17.95853,1213
17.99662,1285
18.0347,1266
18.07279,1260
18.11087,1332
18.14896,1259
18.18704,1237
18.22512,1218
18.26321,1237
18.30129,1258
18.33938,1253
18.37746,1266
18.41555,1220
18.45363,1261
18.49172,1271
18.5298,1180
18.56789,1218
18.60597,1252
18.64405,1190
18.68214,1226
18.72022,1252
18.75831,1154
18.79639,1220
18.83448,1231
18.87256,1189
18.91065,1186
18.94873,1190
18.98681,1234
19.0249,1245
19.06298,1176
19.10107,1214
19.13915,1233
19.17724,1211
19.21532,1217
19.25341,1164
19.29149,1172
19.32958,1145
19.36766,1253
19.40574,1164
19.44383,1247
19.48191,1151
19.52,1193
19.55808,1229
19.59617,1186
19.63425,1185
19.67234,1232
19.71042,1235
19.7485,1190
19.78659,1200
19.82467,1169
19.86276,1164
19.90084,1196
19.93893,1172
19.97701,1157
20.0151,1196
20.05318,1264
20.09127,1155
20.12935,1181
20.16743,1163
20.20552,1242
20.2436,1130
20.28169,1141
20.31977,1198
20.35786,1225
20.39594,1190
20.43403,1197
20.47211,1195
20.51019,1179
20.54828,1171
20.58636,1246
20.62445,1201
20.66253,1197
20.70062,1133
20.7387,1192
20.77679,1168
20.81487,1167
20.85296,1112
20.89104,1164
20.92912,1121
20.96721,1213
21.00529,1107
21.04338,1171
21.08146,1079
21.11955,1173
21.15763,1138
21.19572,1205
21.2338,1179
21.27188,1167
21.30997,1112
21.34805,1177
21.38614,1206
21.42422,1196
21.46231,1138
21.50039,1149
21.53848,1133
21.57656,1169
21.61465,1197
21.65273,1127
21.69081,1159
21.7289,1176
21.76698,1153
21.80507,1139
21.84315,1136
21.88124,1129
21.91932,1202
21.95741,1113
21.99549,1146
22.03357,1130
22.07166,1139
22.10974,1154
22.14783,1153
22.18591,1122
22.224,1118
22.26208,1129
22.30017,1098
22.33825,1129
22.37634,1171
22.41442,1168
22.4525,1103
22.49059,1119
22.52867,1062
22.56676,1143
22.60484,1141
22.64293,1092
22.68101,1162
22.7191,1160
22.75718,1143
22.79526,1065
22.83335,1084
22.87143,1106
22.90952,1098
22.9476,1101
22.98569,1120
23.02377,1144
23.06186,1086
23.09994,1079
23.13803,1128
23.17611,1070
23.21419,1134
23.25228,1125
23.29036,1104
23.32845,1028
23.36653,1045
23.40462,1097
23.4427,1078
23.48079,1082
23.51887,1122
23.55695,1126
23.59504,1095
23.63312,1064
23.67121,1028
23.70929,1054
23.74738,1094
23.78546,1104
23.82355,1094
23.86163,1082
23.89972,1139
23.9378,1101
23.97588,1079
24.01397,1126
24.05205,1092
24.09014,1081
24.12822,1064
24.16631,1165
24.20439,1079
24.24248,1088
24.28056,1049
24.31864,1067
24.35673,1094
24.39481,1066
24.4329,1052
24.47098,1067
24.50907,1129
24.54715,1116
24.58524,1121
24.62332,1047
24.66141,1097
24.69949,1108
24.73757,1152
24.77566,1075
24.81374,1136
24.85183,1080
24.88991,1125
24.928,1065
24.96608,1058
25.00417,1085
25.04225,1068
25.08033,1087
25.11842,1095
25.1565,1039
25.19459,1124
25.23267,1085
25.27076,1101
25.30884,1085
25.34693,1082
25.38501,1052
25.4231,996
25.46118,1078
25.49926,1016
25.53735,994
25.57543,1094
25.61352,1136
25.6516,1046
25.68969,1062
25.72777,1059
25.76586,1047
25.80394,1052
25.84202,1051
25.88011,1049
25.91819,1026
25.95628,998
25.99436,1045
26.03245,984
26.07053,1104
26.10862,984
26.1467,994
26.18479,1013
26.22287,1085
26.26095,1034
26.29904,1081
26.33712,1054
26.37521,1091
26.41329,1034
26.45138,1053
26.48946,1031
26.52755,1089
26.56563,1048
26.60371,1044
26.6418,1028
26.67988,1065
26.71797,972
26.75605,1014
26.79414,1065
26.83222,1046
26.87031,1040
26.90839,1054
26.94648,1048
26.98456,1028
27.02264,1036
27.06073,1017
27.09881,1056
27.1369,1078
27.17498,1047
27.21307,1012
27.25115,1019
27.28924,1006
27.32732,993
27.3654,1053
27.40349,1059
27.44157,985
27.47966,1060
27.51774,1063
27.55583,1038
27.59391,1133
27.632,1033
27.67008,1009
27.70817,1016
27.74625,1039
27.78433,1023
27.82242,1048
27.8605,1034
27.89859,1049
27.93667,1040
27.97476,1058
28.01284,1032
28.05093,997
28.08901,999
28.12709,1067
28.16518,1080
28.20326,1084
28.24135,1059
28.27943,993
28.31752,1112
28.3556,1053
28.39369,1063
28.43177,1101
28.46986,1093
28.50794,1049
28.54602,1012
28.58411,1061
28.62219,997
28.66028,1058
28.69836,1018
28.73645,1058
28.77453,1016
28.81262,1039
28.8507,1085
28.88878,1061
28.92687,1042
28.96495,1010
29.00304,1062
29.04112,1073
29.07921,1093
29.11729,1169
29.15538,1180
29.19346,1109
29.23155,1077
29.26963,1074
29.30771,1046
29.3458,1067
29.38388,1025
29.42197,1086
29.46005,1042
29.49814,1040
29.53622,1022
29.57431,1023
29.61239,1038
29.65047,1127
29.68856,1035
29.72664,1043
29.76473,1024
29.80281,1041
29.8409,1063
29.87898,974
29.91707,1067
29.95515,1102
29.99324,1041
30.03132,1080
30.0694,1022
30.10749,1011
30.14557,1023
30.18366,1051
30.22174,1061
30.25983,1064
30.29791,1005
30.336,987
30.37408,1054
30.41216,1035
30.45025,990
30.48833,1026
30.52642,1069
30.5645,1057
30.60259,1074
