6,7987,0.4204348055
6.0380845,7779,0.4094857083
6.076169,7884,0.4150128968
6.1142535,7949,0.4184344897
6.152338,7638,0.4020634837
6.1904225,7600,0.4000631679
6.228507,7631,0.4016950045
6.2665915,7628,0.4015370848
6.304676,7567,0.3983260515
6.3427605,7625,0.4013791651
6.380845,7599,0.400010528
6.4189295,7717,0.4062220351
6.457014,7598,0.3999578881
6.4950985,7545,0.3971679739
6.533183,7448,0.3920619045
6.5712675,7538,0.3967994947
6.609352,7526,0.396167816
6.6474365,7369,0.3879033532
6.685521,7398,0.38942991
6.7236055,7350,0.3869031952
6.76169,7224,0.380270569
6.7997745,7040,0.3705848292
6.837859,6822,0.3591093331
6.8759435,7008,0.3689003527
6.914028,6767,0.3562141391
6.9521125,6615,0.3482128757
6.990197,6658,0.350476391
7.0282815,6654,0.3502658314
7.066366,6496,0.3419487287
7.1044505,6346,0.3340527452
7.142535,6688,0.3520555877
7.1806195,6541,0.3443175238
7.218704,6490,0.3416328894
7.2567885,6445,0.3392640943
7.294873,6180,0.3253145233
7.3329575,6359,0.3347370637
7.371042,6182,0.3254198031
7.4091265,6122,0.3222614097
7.447211,6205,0.3266305206
7.4852955,6071,0.3195767753
7.52338,6112,0.3217350108
7.5614645,5984,0.3149971048
7.599549,6148,0.3236300468
7.6376335,5987,0.3151550245
7.675718,5999,0.3157867032
7.7138025,5963,0.3138916671
7.751887,5835,0.3071537611
7.7899715,5976,0.3145759857
7.828056,5900,0.310575354
7.8661405,5766,0.3035216087
7.904225,5745,0.302416171
7.9423095,5819,0.3063115229
7.980394,5789,0.3047323262
8.0184785,5655,0.2976785808
8.056563,5830,0.3068905617
8.0946475,5634,0.2965731431
8.132732,5631,0.2964152235
8.1708165,5788,0.3046796863
8.208901,5636,0.2966784229
8.2469855,5720,0.3011001737
8.28507,5526,0.290888035
8.3231545,5598,0.2946781071
8.361239,5595,0.2945201874
8.3993235,5526,0.290888035
8.437408,5511,0.2900984366
8.4754925,5437,0.2862030847
8.513577,5328,0.2804653366
8.5516615,5376,0.2829920514
8.589746,5476,0.2882560404
8.6278305,5548,0.2920461125
8.665915,5325,0.280307417
8.7039995,5306,0.279307259
8.742084,5336,0.2808864558
8.7801685,5144,0.2707795968
8.818253,5253,0.2765173448
8.8563375,5436,0.2861504448
8.894422,5465,0.2876770016
8.9325065,5212,0.2743591093
8.970591,5215,0.274517029
9.0086755,5212,0.2743591093
9.04676,5123,0.2696741591
9.0848445,5189,0.2731483919
9.122929,5184,0.2728851924
9.1610135,5135,0.2703058378
9.199098,5117,0.2693583197
9.2371825,5149,0.2710427962
9.275267,5200,0.2737274306
9.3133515,5026,0.2645680897
9.351436,5019,0.2641996105
9.3895205,5037,0.2651471285
9.427605,5057,0.2661999263
9.4656895,4979,0.2620940148
9.503774,4902,0.2580407433
9.5418585,4963,0.2612517766
9.579943,5041,0.2653576881
9.6180275,4902,0.2580407433
9.656112,4922,0.2590935411
9.6941965,4992,0.2627783334
9.732281,4813,0.253355793
9.7703655,4782,0.2517239564
9.80845,4937,0.2598831394
9.8465345,4834,0.2544612307
9.884619,4750,0.2500394799
9.9227035,4818,0.2536189925
9.960788,4771,0.2511449176
9.9988725,4832,0.2543559509
10.036957,4714,0.2481444439
10.0750415,4844,0.2549876296
10.113126,4732,0.2490919619
10.1512105,4737,0.2493551613
10.189295,4731,0.249039322
10.2273795,4630,0.2437226931
10.265464,4569,0.2405116597
10.3035485,4535,0.2387219035
10.341633,4509,0.2373532663
10.3797175,4543,0.2391430226
10.417802,4630,0.2437226931
10.4558865,4507,0.2372479865
10.493971,4590,0.2416170974
10.5320555,4541,0.2390377428
10.57014,4457,0.234615992
10.6082245,4495,0.2366163078
10.646309,4535,0.2387219035
10.6843935,4459,0.2347212718
10.722478,4482,0.2359319893
10.7605625,4256,0.224035374
10.798647,4359,0.2294572827
10.8367315,4241,0.2232457756
10.874816,4316,0.2271937674
10.9129005,4316,0.2271937674
10.950985,4223,0.2222982576
10.9890695,4319,0.2273516871
11.027154,4327,0.2277728062
11.0652385,4360,0.2295099226
11.103323,4095,0.2155603516
11.1414075,4212,0.2217192188
11.179492,4222,0.2222456177
11.2175765,4323,0.2275622467
11.255661,4235,0.2229299363
11.2937455,4186,0.2203505817
11.33183,4137,0.217771227
11.3699145,4295,0.2260883297
11.407999,4131,0.2174553877
11.4460835,4036,0.2124545981
11.484168,3949,0.2078749276
11.5222525,3916,0.2061378112
11.560337,4033,0.2122966784
11.5984215,3979,0.2094541243
11.636506,4077,0.2146128336
11.6745905,4015,0.2113491604
11.712675,3950,0.2079275675
11.7507595,4002,0.2106648418
11.788844,3868,0.2036110965
11.8269285,3851,0.2027162184
11.865013,3891,0.204821814
11.9030975,3831,0.2016634205
11.941182,3828,0.2015055009
11.9792665,3883,0.2044006948
12.017351,3875,0.2039795757
12.0554355,3769,0.1983997473
12.09352,3753,0.1975575091
12.1316045,3771,0.1985050271
12.169689,3764,0.1981365479
12.2077735,3707,0.1951360741
12.245858,3761,0.1979786282
12.2839425,3646,0.1919250408
12.322027,3541,0.1863978523
12.3601115,3631,0.1911354424
12.398196,3596,0.1892930463
12.4362805,3534,0.1860293731
12.474365,3514,0.1849765752
12.5124495,3546,0.1866610517
12.550534,3581,0.1885034479
12.5886185,3484,0.1833973785
12.626703,3407,0.179344107
12.6647875,3383,0.1780807496
12.702872,3385,0.1781860294
12.7409565,3432,0.1806601042
12.779041,3457,0.1819761015
12.8171255,3352,0.176448913
12.85521,3449,0.1815549824
12.8932945,3306,0.174027478
12.931379,3275,0.1723956414
12.9694635,3429,0.1805021846
13.007548,3328,0.1751855556
13.0456325,3246,0.1708690846
13.083717,3240,0.1705532452
13.1218015,3247,0.1709217245
13.159886,3210,0.1689740485
13.1979705,3159,0.1662894141
13.236055,3118,0.1641311786
13.2741395,3121,0.1642890983
13.312224,3142,0.165394536
13.3503085,3179,0.1673422119
13.388393,3212,0.1690793283
13.4264775,3123,0.1643943781
13.464562,3138,0.1651839764
13.5026465,3057,0.1609201453
13.540731,3027,0.1593409486
13.5788155,3136,0.1650786966
13.6169,2998,0.1578143917
13.6549845,3066,0.1613939043
13.693069,3040,0.1600252671
13.7311535,3070,0.1616044639
13.769238,3059,0.1610254251
13.8073225,3063,0.1612359846
13.845407,3123,0.1643943781
13.8834915,3039,0.1599726273
13.921576,2914,0.1533926409
13.9596605,2938,0.1546559983
13.997745,3055,0.1608148655
14.0358295,3030,0.1594988682
14.073914,2993,0.1575511923
14.1119985,3100,0.1631836606
14.150083,3061,0.1611307048
14.1881675,2908,0.1530768016
14.226252,2970,0.1563404748
14.2643365,2909,0.1531294415
14.302421,2909,0.1531294415
14.3405055,3014,0.15865663
14.37859,2998,0.1578143917
14.4166745,2970,0.1563404748
14.454759,3036,0.1598147076
14.4928435,2891,0.1521819235
14.530928,2912,0.1532873612
14.5690125,3007,0.1582881508
14.607097,2819,0.1483918513
14.6451815,2902,0.1527609623
14.683266,2877,0.151444965
14.7213505,2958,0.1557087961
14.759435,2908,0.1530768016
14.7975195,2935,0.1544980786
14.835604,2870,0.1510764858
14.8736885,2875,0.1513396852
14.911773,2846,0.1498131284
14.9498575,2800,0.1473916934
14.987942,2984,0.1570774333
15.0260265,2981,0.1569195136
15.064111,2923,0.1538664
15.1021955,2982,0.1569721535
15.14028,2767,0.145654577
15.1783645,2907,0.1530241617
15.216449,2850,0.150023688
15.2545335,2778,0.1462336158
15.292618,2773,0.1459704164
15.3307025,2863,0.1507080065
15.368787,2846,0.1498131284
15.4068715,2886,0.151918724
15.444956,2924,0.1539190398
15.4830405,2885,0.1518660841
15.521125,2762,0.1453913776
15.5592095,2889,0.1520766437
15.597294,2846,0.1498131284
15.6353785,2831,0.14902353
15.673463,2825,0.1487076907
15.7115475,2933,0.1543927989
15.749632,2836,0.1492867295
